JDC,PARISH,AGE,CHARGE,Victim Crime
1,CADDO,33 years,RS 14:30.1 Second Degree Murder,
1,CADDO,49 years,RS 14:30.1 Second Degree Murder,
1,CADDO,65 years,RS 14:30.1 Second Degree Murder,
1,CADDO,67 years,RS 14:30.1 Second Degree Murder,
1,CADDO,32 years,RS 14:30.1 Second Degree Murder,
1,CADDO,72 years,RS 14:30.1 Second Degree Murder,
1,CADDO,52 years," RS 40:967 Distribution of a Schedule 2 Drug, RS 14:108.1. Flight from an officer; aggravated flight from an officer",
1,CADDO,49 years,RS 14:30.1 Second Degree Murder,
1,CADDO,34 years,RS 14:30.1 Second Degree Murder,
1,CADDO,52 years,RS 14:30.1 Second Degree Murder,
1,CADDO,42 years,RS 14:30.1 Second Degree Murder,
1,CADDO,34 years,RS 14:30.1 Second Degree Murder,
1,CADDO,64 years,RS 14.42 Aggravated Rape / First Degree Rape,
1,CADDO,50 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt/14:30.1 Second Degree Murder",
1,CADDO,51 years,RS 14.42 Aggravated Rape / First Degree Rape,
1,CADDO,41 years,RS 14:30.1 Second Degree Murder,
1,CADDO,53 years,RS 14:30.1 Second Degree Murder,
1,CADDO,65 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:64 Armed Robbery, RS 14:89.1 Aggravated crime against nature, Rs 14:54 Simple Kidnapping",
1,CADDO,48 years,RS 14:30.1 Second Degree Murder,
1,CADDO,50 years,RS 14:30.1 Second Degree Murder,
1,CADDO,32 years,RS 14:30.1 Second Degree Murder,
1,CADDO,64 years,"RS 14:64 Armed Robbery, RS 14.42 Aggravated Rape / First Degree Rape, RS 14:89.1 Aggravated crime against nature",
1,CADDO,67 years,RS 14:30.1 Second Degree Murder,
1,CADDO,70 years,RS 14:30.1 Second Degree Murder,
1,CADDO,48 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt/14:30.1 Second Degree Murder",
1,CADDO,29 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt / 14.31 Manslaughter",
1,CADDO,68 years, RS 40:967 Distribution of a Schedule 2 Drug,No
1,CADDO,34 years,RS 14:30.1 Second Degree Murder,
1,CADDO,43 years,RS 14:30.1 Second Degree Murder,
1,CADDO,46 years,RS 14:30.1 Second Degree Murder,
1,CADDO,32 years,RS 14:30.1 Second Degree Murder,
1,CADDO,50 years,"RS 14:64 Armed Robbery, RS 14:27 Attempt/14:30.1 Second Degree Murder",
1,CADDO,63 years,"RS 14:34 Aggravated Battery, RS 14.42 Aggravated Rape / First Degree Rape",
1,CADDO,50 years,"RS 14:64 Armed Robbery, RS 14:27 Attempt/14:30.1 Second Degree Murder",
1,CADDO,45 years,RS 14:64 Armed Robbery,
1,CADDO,47 years,RS 14:64 Armed Robbery,
1,CADDO,34 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:81.2 Molestation of a juvenile",
1,CADDO,52 years,RS 14:108.1. Flight from an officer; aggravated flight from an officer,
1,CADDO,53 years,RS 14.31 Manslaughter,
1,CADDO,40 years,RS 14:30.1 Second Degree Murder,
1,CADDO,59 years,RS 14:64.1 First Degree Robbery,
1,CADDO,67 years,RS 14:30.1 Second Degree Murder,
1,CADDO,53 years,RS 14:30.1 Second Degree Murder,
1,CADDO,36 years,RS 14:30.1 Second Degree Murder,
1,CADDO,65 years,RS 14:30.1 Second Degree Murder,
1,CADDO,48 years,RS 14:64.4 Second Degree Robbery,
1,CADDO,64 years,RS 14:64 Armed Robbery,
1,CADDO,54 years,RS 14:42.1 - Second degree rape / Forcible rape,
1,CADDO,47 years,"RS 14:64 Armed Robbery, RS 14:44.1 — Second degree kidnapping",
1,CADDO,60 years,RS 14:60 Aggravated Burglary,
1,CADDO,33 years,RS 14:64 Armed Robbery,
1,CADDO,41 years,RS 14:64 Armed Robbery,
1,CADDO,45 years,"RS 14:95.1 Felon in Possession of a Firearm, RS 14:94 Illegal Use of Weapons During a Crime of Violence",
1,CADDO,74 years,RS 14:30.1 Second Degree Murder,
1,CADDO,62 years,"RS 14:64 Armed Robbery, RS 14:44.1 — Second degree kidnapping",
1,CADDO,41 years,"RS 14:44.1 — Second degree kidnapping, RS 14:27 Attempt/14:30.1 Second Degree Murder, RS 14:27 Attempt / RS 14:60 aggravated burglary",
1,CADDO,49 years,RS 14:30.1 Second Degree Murder,
1,CADDO,47 years,RS 14:64 Armed Robbery,
1,CADDO,44 years,RS 14.31 Manslaughter,
1,CADDO,45 years,RS 14:64 Armed Robbery,
1,CADDO,47 years,"RS 14:44.1 — Second degree kidnapping, RS 14.27 Attempt/ 14:30 First Degree",
1,CADDO,67 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
1,CADDO,57 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
1,CADDO,59 years,RS 14:44.1 — Second degree kidnapping,
1,CADDO,47 years,RS 14:30.1 Second Degree Murder,
1,CADDO,29 years,RS 14:43 Simple (Third Degree) Rape,
1,CADDO,64 years,RS 14.42 Aggravated Rape / First Degree Rape,
1,CADDO,34 years,RS 14.31 Manslaughter,
1,CADDO,47 years,"RS 14:64 Armed Robbery, RS 14:27 Attempt/14:30.1 Second Degree Murder",
1,CADDO,65 years,"RS 14:64 Armed Robbery, RS 14.42 Aggravated Rape / First Degree Rape, RS 14:89.1 Aggravated crime against nature",
1,CADDO,45 years,RS 14:27 Attempt/ 14:34 Armed Robbery,
1,CADDO,53 years,RS 14:30.1 Second Degree Murder,
1,CADDO,56 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt/14:30.1 Second Degree Murder",
1,CADDO,46 years,RS 14.31 Manslaughter,
1,CADDO,55 years,RS 14.42 Aggravated Rape / First Degree Rape,
1,CADDO,48 years,RS 14:30.1 Second Degree Murder,
1,CADDO,73 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14.27 Attempt/ 14:30 First Degree",
1,CADDO,49 years,RS 14:64 Armed Robbery,
1,CADDO,65 years,RS 14:30.1 Second Degree Murder,
1,CADDO,29 years,RS 14.31 Manslaughter,
1,CADDO,44 years,RS 14:64 Armed Robbery,
1,CADDO,Invalid date,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:60 Aggravated Burglary",
1,CADDO,37 years,RS 14:64 Armed Robbery,
1,CADDO,70 years,RS 14:81.2 Molestation of a juvenile,
1,CADDO,42 years,RS 14:30.1 Second Degree Murder,
1,CADDO,Invalid date,RS 14.42 Aggravated Rape / First Degree Rape,
1,CADDO,45 years,RS 14:64 Armed Robbery,
1,CADDO,53 years,RS 14:64 Armed Robbery,
2,BIENVILLE,85 years,RS 14:30.1 Second Degree Murder,
2,CLAIBORNE,66 years,RS 14:30.1 Second Degree Murder,
2,BIENVILLE,40 years,RS 14:64 Armed Robbery,
2,BIENVILLE,46 years,RS 14:30.1 Second Degree Murder,
2,JACKSON,48 years,RS 14:60 Aggravated Burglary,
2,BIENVILLE,52 years,RS 14:30.1 Second Degree Murder,
2,BIENVILLE,44 years,"RS 14:44.1 — Second degree kidnapping, RS 14:37 Aggravated Assault ",
3,LINCOLN,60 years,RS 14.42 Aggravated Rape / First Degree Rape,
3,LINCOLN,66 years,RS 14:30.1 Second Degree Murder,
3,UNION,60 years,RS 14.42 Aggravated Rape / First Degree Rape,
3,LINCOLN,70 years,RS 14:30.1 Second Degree Murder,
3,UNION,Invalid date,RS 14:30.1 Second Degree Murder,
3,LINCOLN,48 years,"RS 14:98.4. Operating while intoxicated, fourth offense",
4,OUACHITA,53 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,47 years,RS 14:30.1 Second Degree Murder,
4,MOREHOUSE,54 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,73 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,45 years,RS 14:30.1 Second Degree Murder,
4,MOREHOUSE,55 years,RS 14.27 Attempt/ RS 14.42 Aggravated Rape,
4,OUACHITA,49 years,RS 14:30.1 Second Degree Murder,
4,MOREHOUSE,71 years,"RS 14:64 Armed Robbery, RS 14.42 Aggravated Rape / First Degree Rape",
4,OUACHITA,48 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,52 years,RS 14:30.1 Second Degree Murder,
4,MOREHOUSE,45 years,"RS 14:34 Aggravated Battery, RS 14:95.1 Felon in Possession of a Firearm",
4,MOREHOUSE,74 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt/14:30.1 Second Degree Murder",
4,OUACHITA,67 years,RS 14:89.1(A)(2)(a) - Aggravated incest,
4,OUACHITA,55 years,RS 40:967  Possession with Intent to Distribute Schedule II,
4,OUACHITA,53 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt/ 14:34 Armed Robbery, RS 14:95.1 Felon in Possession of a Firearm",
4,OUACHITA,59 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14.27 Attempt/ RS 14.42 Aggravated Rape, RS 14:64.1 First Degree Robbery",
4,MOREHOUSE,48 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,61 years,"RS 14:30.1 Second Degree Murder, RS 14:34 Aggravated Battery, RS 14:27 Attempt / 14.31 Manslaughter",
4,OUACHITA,53 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,51 years,RS 14.31 Manslaughter,
4,OUACHITA,51 years,"RS 14:43.1 Sexual battery,, RS 14:89.1(A)(2)(a) - Aggravated incest",
4,OUACHITA,33 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
4,OUACHITA,62 years,"RS 14:64.1 First Degree Robbery, RS 14:89.1 Aggravated crime against nature, RS 14.42 Aggravated Rape / First Degree Rape",
4,OUACHITA,67 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,55 years,RS 14:64.2 Carjacking,
4,OUACHITA,56 years,RS 14:30.1 Second Degree Murder,
4,MOREHOUSE,45 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,53 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,Invalid date,RS 14:30.1 Second Degree Murder,
4,OUACHITA,46 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,50 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
4,OUACHITA,68 years,RS 14.42 Aggravated Rape / First Degree Rape,
4,OUACHITA,49 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:46.1 False Imprisonment; offender armed with dangerous weapon",
4,MOREHOUSE,Invalid date,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:89.1 Aggravated crime against nature",
4,OUACHITA,57 years,RS 14:30.1 Second Degree Murder,
4,OUACHITA,60 years,RS 14:30.1 Second Degree Murder,
5,RICHLAND,37 years,RS 14:64 Armed Robbery,
5,FRANKLIN,78 years,RS 14:30.1 Second Degree Murder,
6,MADISON,46 years,RS 14:64 Armed Robbery,
6,TENSAS,Invalid date,"RS 14:64 Armed Robbery, RS 14:34.1 Second Degree Battery",
9,RAPIDES,50 years,RS 14.42 Aggravated Rape / First Degree Rape,
9,RAPIDES,37 years,"RS 14:30.1 Second Degree Murder, RS 14:130.1 Obstruction of Justice",
9,RAPIDES,39 years,RS 14:30.1 Second Degree Murder,
9,RAPIDES,51 years,RS 14.31 Manslaughter,
9,RAPIDES,48 years,"RS 14:64 Armed Robbery, RS 14:34 Aggravated Battery",
9,RAPIDES,63 years,RS 14:30.1 Second Degree Murder,
9,RAPIDES,38 years,"RS 14:64 Armed Robbery, RS 14:44.1 — Second degree kidnapping",
9,RAPIDES,Invalid date,RS 14.42 Aggravated Rape / First Degree Rape,
9,RAPIDES,Invalid date,"RS 14:30.1 Second Degree Murder, RS 14:95.1 Felon in Possession of a Firearm",
10,NATCHITOCHES,45 years,RS 14:30.1 Second Degree Murder,
10,NATCHITOCHES,34 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt/ 14:34 Armed Robbery",
10,NATCHITOCHES,Invalid date,RS 14:30.1 Second Degree Murder,
11,SABINE,47 years,RS 14.42 Aggravated Rape / First Degree Rape,
11,SABINE,Invalid date,RS 14:30.1 Second Degree Murder,
11,SABINE,54 years,RS 14.42 Aggravated Rape / First Degree Rape,
12,AVOYELLES,62 years,RS 14:30.1 Second Degree Murder,
12,AVOYELLES,50 years,RS 14.31 Manslaughter,
12,AVOYELLES,51 years,RS 14:30.1 Second Degree Murder,
12,AVOYELLES,46 years,RS 14:30.1 Second Degree Murder,
12,AVOYELLES,61 years,RS 14:42.1 - Second degree rape / Forcible rape,
13,EVANGELINE,58 years,RS 14:30.1 Second Degree Murder,
13,EVANGELINE,50 years,"RS 14:64 Armed Robbery, RS 14:60 Aggravated Burglary, RS 14:(26)64 conspiracy to commit armed robbery, RS 14:(26)60 Conspiracy to Commit Aggravated Burglary",
13,EVANGELINE,Invalid date,"RS 14:27 Attempt/14:30.1 Second Degree Murder, RS 14:30.1 Second Degree Murder, 14:32.7 Second Degree Feticide",
14,CALCASIEU,59 years,"RS 14.42 Aggravated Rape / First Degree Rape, ""RS 14:43.1 Sexual battery,""",
14,CALCASIEU,37 years,"RS 14:30.1 Second Degree Murder, RS 14:34 Aggravated Battery",
14,CALCASIEU,61 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,61 years,"RS 14.27 Attempt / 14:34.6 Disarming a police officer, RS 14:34.1 Second Degree Battery, RS 14:67 Theft",
14,CALCASIEU,41 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,47 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,43 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:44.1 — Second degree kidnapping",
14,CALCASIEU,40 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,45 years,RS 14.31 Manslaughter,
14,CALCASIEU,69 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,41 years,RS 14.42 Aggravated Rape / First Degree Rape,
14,CALCASIEU,63 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,75 years,RS 14.42 Aggravated Rape / First Degree Rape,
14,CALCASIEU,31 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,52 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,40 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
14,CALCASIEU,47 years,RS 14:89.1(A)(2)(a) - Aggravated incest,
14,CALCASIEU,65 years,"RS 14.51 Aggravated Arson, RS 14:64 Armed Robbery",
14,CALCASIEU,42 years,RS 14.31 Manslaughter,
14,CALCASIEU,42 years,RS 14.31 Manslaughter,
14,CALCASIEU,42 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,60 years,RS 14.42 Aggravated Rape / First Degree Rape,
14,CALCASIEU,43 years,RS 14:64 Armed Robbery,
14,CALCASIEU,64 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,50 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
14,CALCASIEU,39 years,RS 14:30.1 Second Degree Murder,
14,CALCASIEU,69 years,RS 14.42 Aggravated Rape / First Degree Rape,
14,CALCASIEU,51 years,RS 14.42 Aggravated Rape / First Degree Rape,
14,CALCASIEU,Invalid date,"RS 14.27 Attempt/ RS 14.42 Aggravated Rape, RS 14:60 Aggravated Burglary, RS 14:89.1 Aggravated crime against nature",
14,CALCASIEU,50 years,RS 14.42 Aggravated Rape / First Degree Rape,
14,CALCASIEU,52 years,"RS 14:34.1 Second Degree Battery, RS 14:44.1 — Second degree kidnapping",
14,CALCASIEU,Invalid date,"RS 14:30.1 Second Degree Murder, RS 14.31 Manslaughter",
14,CALCASIEU,48 years,"RS 14:34 Aggravated Battery, RS 14:27 Attempt/ 14:34 Armed Robbery",
15,LAFAYETTE,55 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,55 years,"RS 14:95.1 Felon in Possession of a Firearm, 14:67.15 Theft of a Firearm",
15,VERMILION,68 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,57 years,"RS 14:30.1 Second Degree Murder, RS 14:34 Aggravated Battery",
15,LAFAYETTE,49 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,57 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,35 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:64 Armed Robbery",
15,LAFAYETTE,39 years,RS 14:30.1 Second Degree Murder,
15,VERMILION,55 years,"RS 14:43.1 Sexual battery,",
15,LAFAYETTE,70 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,50 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,48 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,58 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,45 years,RS 14:30.1 Second Degree Murder,
15,ACADIA,74 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,42 years,"RS 14:27 Attempt/14:30.1 Second Degree Murder, RS 14.31 Manslaughter",
15,LAFAYETTE,64 years,RS 14.42 Aggravated Rape / First Degree Rape,
15,LAFAYETTE,54 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,53 years,RS 14:64 Armed Robbery,
15,LAFAYETTE,53 years,RS 14:64 Armed Robbery,
15,LAFAYETTE,62 years,RS 14.42 Aggravated Rape / First Degree Rape,
15,LAFAYETTE,Invalid date,RS 14.31 Manslaughter,
15,LAFAYETTE,Invalid date,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,60 years,RS 14:30.1 Second Degree Murder,
15,LAFAYETTE,64 years,RS 14:64 Armed Robbery,
15,LAFAYETTE,44 years,"RS 14:64 Armed Robbery, RS 14:64.2 Carjacking",
15,LAFAYETTE,54 years,"RS 14.31 Manslaughter, RS 14.42 Aggravated Rape / First Degree Rape",
15,LAFAYETTE,46 years,"RS 14:60 Aggravated Burglary, RS 14:27 Attempt / 14.31 Manslaughter",
15,LAFAYETTE,40 years,RS 14:30.1 Second Degree Murder,
15,VERMILION,Invalid date,RS 14.42 Aggravated Rape / First Degree Rape,
15,LAFAYETTE,62 years,RS 14:64.4 Second Degree Robbery,
15,Vermillion,Invalid date,RS 14.27 Attempt/ 14:30 First Degree,
16,ST. MARY,46 years,RS 40:967  Possession with Intent to Distribute Schedule II,
16,ST. MARY,66 years,RS 14:30.1 Second Degree Murder,
16,IBERIA,34 years,RS 14:30.1 Second Degree Murder,
16,IBERIA,43 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
16,ST. MARTIN,46 years,RS 14:64 Armed Robbery,
16,ST. MARY,62 years,RS 14:30.1 Second Degree Murder,
16,IBERIA,49 years,RS 14:30.1 Second Degree Murder,
16,ST. MARY,49 years,"RS 14:64 Armed Robbery, RS 14:95.1 Felon in Possession of a Firearm",
16,ST. MARY,Invalid date,RS 14:30.1 Second Degree Murder,
16,ST. MARY,58 years,"RS 14:27 Attempt / 14.31 Manslaughter, RS 14:27 Attempt/14:30.1 Second Degree Murder, RS 14:67.26 Theft of Motor Vechicle <1500, RS 14:62.3 Unauthorized Entry to an Inhabited Dwelling",
16,ST. MARY,39 years,RS 14:30.1 Second Degree Murder,
16,IBERIA,47 years,"RS 14:34 Aggravated Battery, RS 14:27 Attempt/ 14:34 Armed Robbery",
17,LAFOURCHE,65 years,RS 14:30.1 Second Degree Murder,
17,LAFOURCHE,64 years,RS 14:30.1 Second Degree Murder,
17,LAFOURCHE,54 years,RS 14:30.1 Second Degree Murder,
17,LAFOURCHE,33 years,"RS 14:27 Attempt/14:30.1 Second Degree Murder, RS 14:95.1 Felon in Possession of a Firearm",
17,LAFOURCHE,32 years,RS 14:27 Attempt / 14.31 Manslaughter,
17,LAFOURCHE,52 years,RS 14:30.1 Second Degree Murder,
17,LAFOURCHE,30 years,RS 14:30.1 Second Degree Murder,
18,POINTE COUPEE,54 years,"RS 14:30.1 Second Degree Murder, RS 14:27 Attempt/14:30.1 Second Degree Murder",
18,IBERVILLE,60 years,RS 14:30.1 Second Degree Murder,
18,WEST BATON ROUGE,53 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
18,WEST BATON ROUGE,77 years,RS 14.42 Aggravated Rape / First Degree Rape,
18,IBERVILLE,47 years,RS 14:30.1 Second Degree Murder,
18,POINTE COUPEE,58 years,RS 14:30.1 Second Degree Murder,
18,IBERVILLE,Invalid date,RS 14:30.1 Second Degree Murder,
18,WEST BATON ROUGE,65 years,RS 14:43 Simple (Third Degree) Rape,
18,POINTE COUPEE,42 years,RS 14:30.1 Second Degree Murder,
18,POINTE COUPEE,Invalid date,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,51 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,67 years,"RS 14:60 Aggravated Burglary, RS 14.42 Aggravated Rape / First Degree Rape",
19,EAST BATON ROUGE,62 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,42 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:64 Armed Robbery",
19,EAST BATON ROUGE,66 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,64 years,RS 14.42 Aggravated Rape / First Degree Rape,
19,EAST BATON ROUGE,32 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,55 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:60 Aggravated Burglary, RS 14:27 Attempt/14:30.1 Second Degree Murder",
19,EAST BATON ROUGE,77 years,RS 14.42 Aggravated Rape / First Degree Rape,
19,EAST BATON ROUGE,65 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:64 Armed Robbery, RS 14:60 Aggravated Burglary",
19,EAST BATON ROUGE,52 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,69 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,51 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:27 Attempt / 14.31 Manslaughter",
19,EAST BATON ROUGE,59 years,RS 14.42 Aggravated Rape / First Degree Rape,
19,EAST BATON ROUGE,44 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,50 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,59 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,50 years,RS 14.31 Manslaughter,
19,EAST BATON ROUGE,48 years,"RS 14:43 Simple (Third Degree) Rape, RS 40:967  Possession with Intent to Distribute Schedule II",
19,EAST BATON ROUGE,32 years,RS 14.31 Manslaughter,
19,EAST BATON ROUGE,62 years,RS 14:64 Armed Robbery,
19,EAST BATON ROUGE,64 years,RS 14.42 Aggravated Rape / First Degree Rape,
19,EAST BATON ROUGE,40 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,52 years,RS 40:967  Possession with Intent to Distribute Schedule II,
19,EAST BATON ROUGE,40 years,"RS 14:27 Attempt/14:30.1 Second Degree Murder, RS 14:30.1 Second Degree Murder",
19,EAST BATON ROUGE,69 years,RS 14:64 Armed Robbery,
19,EAST BATON ROUGE,53 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,36 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,38 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:64 Armed Robbery",
19,EAST BATON ROUGE,40 years,"RS 14:27 Attempt/14:30.1 Second Degree Murder, RS 14:26 Conspiracy to/RS 40L969 Distribute Schedule IV",
19,EAST BATON ROUGE,42 years,RS 14:93.2.3 Second Degree Cruelty to Juvenilles,
19,EAST BATON ROUGE,47 years,"RS 14:42.1 - Second degree rape / Forcible rape, RS 14:81.2 Molestation of a juvenile",
19,EAST BATON ROUGE,38 years,RS 14:64 Armed Robbery,
19,EAST BATON ROUGE,62 years,RS 14.31 Manslaughter,
19,EAST BATON ROUGE,44 years,RS 14:64 Armed Robbery,
19,EAST BATON ROUGE,58 years,"RS 14:44.1 — Second degree kidnapping, RS 14:42.1 - Second degree rape / Forcible rape",
19,EAST BATON ROUGE,45 years,"RS 14.31 Manslaughter, RS 14:95.1 Felon in Possession of a Firearm",
19,EAST BATON ROUGE,31 years,"RS 14:108.1. Flight from an officer; aggravated flight from an officer, RS 14:100 Hit and Run involving bodily injury or death, RS 14.31 Manslaughter",
19,EAST BATON ROUGE,48 years,"RS 14.31 Manslaughter, RS 14:34 Aggravated Battery",
19,EAST BATON ROUGE,44 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,54 years,RS 14.31 Manslaughter,
19,EAST BATON ROUGE,66 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,52 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,42 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,61 years,"RS 14:30.1 Second Degree Murder, RS 14:95.1 Felon in Possession of a Firearm",
19,EAST BATON ROUGE,56 years,RS 14.31 Manslaughter,
19,EAST BATON ROUGE,71 years,RS 14:64 Armed Robbery,
19,EAST BATON ROUGE,58 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,44 years,"RS 14:110 Simple Escape, RS 40:967  Possession with Intent to Distribute Schedule II",No
19,EAST BATON ROUGE,56 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:89.1 Aggravated crime against nature",
19,EAST BATON ROUGE,50 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,36 years,"RS 14:60 Aggravated Burglary, RS 14:64 Armed Robbery",
19,EAST BATON ROUGE,48 years,"RS 14:64.1 First Degree Robbery, RS 14:27 RS 14:61.1 Attempt First Degree Robbery",
19,EAST BATON ROUGE,53 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,59 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,63 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,62 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,67 years,"Rs 14:54 Simple Kidnapping, RS 14:44 Aggravated Kidnapping",
19,EAST BATON ROUGE,46 years,RS 14:42.1 - Second degree rape / Forcible rape,
19,EAST BATON ROUGE,58 years,RS 40:967  Possession with Intent to Distribute Schedule II,
19,EAST BATON ROUGE,71 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,39 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,48 years,RS 14:27 Attempt/14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,61 years,RS 14.42 Aggravated Rape / First Degree Rape,
19,EAST BATON ROUGE,48 years,"RS 14:64 Armed Robbery, RS 14:27 Attempt/ 14:34 Armed Robbery",
19,EAST BATON ROUGE,70 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,61 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,47 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,64 years,"RS 14:27 Attempt/ 14:34 Armed Robbery, RS 14:95.1 Felon in Possession of a Firearm",
19,EAST BATON ROUGE,61 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,54 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,44 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,58 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,43 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,60 years,RS 14.42 Aggravated Rape / First Degree Rape,
19,EAST BATON ROUGE,47 years,RS 14:30.1 Second Degree Murder,
19,EAST BATON ROUGE,55 years,RS 14:64 Armed Robbery,
19,EAST BATON ROUGE,68 years,RS 14:64 Armed Robbery,
19,EAST BATON ROUGE,68 years,"RS 14.42 Aggravated Rape / First Degree Rape, RS 14:89.1 Aggravated crime against nature",
19,EAST BATON ROUGE,71 years,RS 14.42 Aggravated Rape / First Degree Rape,
19,EAST BATON ROUGE,52 years,RS 14:30.1 Second Degree Murder,
